Voter,Affiliation,Forward (1-1),Forward (1-2),Center (1-1),Guard (1-1),Guard (1-2),Forward (2-1),Forward (2-2),Center (2-1),Guard (2-1),Guard (2-2),Year
Doug Smith,Toronto Star,"Doncic, Luka (DAL)","Young, Trae (ATL)","Gilgeous-Alexander, Shai (LAC)","Bagley III, Marvin (SAC)","Ayton, Deandre (PHX)","Sexton, Collin (CLE)","Jackson Jr., Jaren (MEM)","Robinson, Mitchell (NYK)","Bridges, Mikal (PHX)","Shamet, Landry (LAC)",2018
Sekou Smith,NBA.com,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)","Bagley III, Marvin (SAC)","Jackson Jr., Jaren (MEM)","Gilgeous-Alexander, Shai (LAC)","Sexton, Collin (CLE)","Robinson, Mitchell (NYK)","Okogie, Josh (MIN)","Shamet, Landry (LAC)",2018
Steve Smith,Turner Sports,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)","Jackson Jr., Jaren (MEM)","Sexton, Collin (CLE)","Bagley III, Marvin (SAC)","Gilgeous-Alexander, Shai (LAC)","Shamet, Landry (LAC)","Robinson, Mitchell (NYK)","Knox, Kevin (NYK)",2018
Casey Stern,Turner Sports,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)","Bagley III, Marvin (SAC)","Gilgeous-Alexander, Shai (LAC)","Brunson, Jalen (DAL)","Jackson Jr., Jaren (MEM)","Robinson, Mitchell (NYK)","Bridges, Miles (CHA)","Sexton, Collin (CLE)",2018
Mirjam Swanson,Southern California News Group,"Young, Trae (ATL)","Doncic, Luka (DAL)","Ayton, Deandre (PHX)","Gilgeous-Alexander, Shai (LAC)","Sexton, Collin (CLE)","Bagley III, Marvin (SAC)","Jackson Jr., Jaren (MEM)","Shamet, Landry (LAC)","Bridges, Mikal (PHX)","Knox, Kevin (NYK)",2018
Justin Termine,Sirius Radio,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)","Jackson Jr., Jaren (MEM)","Sexton, Collin (CLE)","Bagley III, Marvin (SAC)","Gilgeous-Alexander, Shai (LAC)","Robinson, Mitchell (NYK)","Shamet, Landry (LAC)","Huerter, Kevin (ATL)",2018
Flavio Tranquillo,Sky Italia,"Doncic, Luka (DAL)","Young, Trae (ATL)","Jackson Jr., Jaren (MEM)","Bagley III, Marvin (SAC)","Ayton, Deandre (PHX)","Sexton, Collin (CLE)","Bridges, Mikal (PHX)","Shamet, Landry (LAC)","Gilgeous-Alexander, Shai (LAC)","Okogie, Josh (MIN)",2018
Olgun Uluc,Fox Sports Australia,"Doncic, Luka (DAL)","Young, Trae (ATL)","Sexton, Collin (CLE)","Bagley III, Marvin (SAC)","Ayton, Deandre (PHX)","Kurucs, Rodions (BKN)","Shamet, Landry (LAC)","Gilgeous-Alexander, Shai (LAC)","Jackson Jr., Jaren (MEM)","Robinson, Mitchell (NYK)",2018
Joe Vardon,The Athletic,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)","Sexton, Collin (CLE)","Gilgeous-Alexander, Shai (LAC)","Bagley III, Marvin (SAC)","Jackson Jr., Jaren (MEM)","Knox, Kevin (NYK)","Shamet, Landry (LAC)","Robinson, Mitchell (NYK)",2018
Matt Velazquez,Milwaukee Journal Sentinel,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)","Jackson Jr., Jaren (MEM)","Gilgeous-Alexander, Shai (LAC)","Bagley III, Marvin (SAC)","Sexton, Collin (CLE)","Robinson, Mitchell (NYK)","Huerter, Kevin (ATL)","Shamet, Landry (LAC)",2018
Andre Voigt,DAZN,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)","Jackson Jr., Jaren (MEM)","Shamet, Landry (LAC)","Bagley III, Marvin (SAC)","Gilgeous-Alexander, Shai (LAC)","Brunson, Jalen (DAL)","Sexton, Collin (CLE)","Robinson, Mitchell (NYK)",2018
Richard Walker,Gaston Gazette,"Doncic, Luka (DAL)","Ayton, Deandre (PHX)","Jackson Jr., Jaren (MEM)","Sexton, Collin (CLE)","Young, Trae (ATL)","Knox, Kevin (NYK)","Bagley III, Marvin (SAC)","Gilgeous-Alexander, Shai (LAC)","Bamba, Mo (ORL)","Carter Jr., Wendell (CHI)",2018
Gary Washburn,Boston Globe,"Doncic, Luka (DAL)","Young, Trae (ATL)","Sexton, Collin (CLE)","Ayton, Deandre (PHX)","Bagley III, Marvin (SAC)","Robinson, Mitchell (NYK)","Shamet, Landry (LAC)","Gilgeous-Alexander, Shai (LAC)","Jackson Jr., Jaren (MEM)","Trier, Allonzo (NYK)",2018
Michael Wilbon,ESPN,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)","Bagley III, Marvin (SAC)","Gilgeous-Alexander, Shai (LAC)","Jackson Jr., Jaren (MEM)","Sexton, Collin (CLE)","Shamet, Landry (LAC)","Robinson, Mitchell (NYK)","Bridges, Miles (CHA)",2018
Brian Windhorst,ESPN,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)","Jackson Jr., Jaren (MEM)","Sexton, Collin (CLE)","Bagley III, Marvin (SAC)","Gilgeous-Alexander, Shai (LAC)","Shamet, Landry (LAC)","Huerter, Kevin (ATL)","Bridges, Mikal (PHX)",2018
Matt Winer,Turner Sports,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)","Bagley III, Marvin (SAC)","Jackson Jr., Jaren (MEM)","Sexton, Collin (CLE)","Gilgeous-Alexander, Shai (LAC)","Shamet, Landry (LAC)","Huerter, Kevin (ATL)","Robinson, Mitchell (NYK)",2018
Ryan Wolstat,Toronto Sun,"Doncic, Luka (DAL)","Young, Trae (ATL)","Gilgeous-Alexander, Shai (LAC)","Ayton, Deandre (PHX)","Jackson Jr., Jaren (MEM)","Sexton, Collin (CLE)","Robinson, Mitchell (NYK)","Bagley III, Marvin (SAC)","Shamet, Landry (LAC)","Huerter, Kevin (ATL)",2018
Eric Woodyard,Deseret News,"Doncic, Luka (DAL)","Young, Trae (ATL)","Sexton, Collin (CLE)","Ayton, Deandre (PHX)","Bagley III, Marvin (SAC)","Jackson Jr., Jaren (MEM)","Knox, Kevin (NYK)","Gilgeous-Alexander, Shai (LAC)","Trier, Allonzo (NYK)","Carter Jr., Wendell (CHI)",2018
Royce Young,ESPN,"Young, Trae (ATL)","Doncic, Luka (DAL)","Ayton, Deandre (PHX)","Sexton, Collin (CLE)","Bagley III, Marvin (SAC)","Jackson Jr., Jaren (MEM)","Knox, Kevin (NYK)","Huerter, Kevin (ATL)","Trier, Allonzo (NYK)","Gilgeous-Alexander, Shai (LAC)",2018
Weiping Zhang,CCTV,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)","Bagley III, Marvin (SAC)","Bridges, Mikal (PHX)","Gilgeous-Alexander, Shai (LAC)","Jackson Jr., Jaren (MEM)","Robinson, Mitchell (NYK)","Shamet, Landry (LAC)","Sexton, Collin (CLE)",2018
Jeff Zillgitt,USA Today,"Doncic, Luka (DAL)","Young, Trae (ATL)","Ayton, Deandre (PHX)","Jackson Jr., Jaren (MEM)","Bagley III, Marvin (SAC)","Sexton, Collin (CLE)","Gilgeous-Alexander, Shai (LAC)","Shamet, Landry (LAC)","Giles III, Harry (SAC)","Robinson, Mitchell (NYK)",2018
