Voter,Affiliation,Forward (1-1),Forward (1-2),Center (1-1),Guard (1-1),Guard (1-2),Forward (2-1),Forward (2-2),Center (2-1),Guard (2-1),Guard (2-2),Year
Ron Tillery,Memphis Commercial Appeal,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Brooks, Dillon (MEM)","Tatum, Jayson (BOS)","Kuzma, Kyle (LAL)","Smith Jr., Dennis (DAL)","Bogdanovic, Bogdan (SAC)","Ball, Lonzo (LAL)","Markkanen, Lauri (CHI)","Allen, Jarrett (BKN)",2017
Rosalyn Gold‐Onwude,Turner,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Kuzma, Kyle (LAL)","Markkanen, Lauri (CHI)","Smith Jr., Dennis (DAL)","Fox, De'Aaron (SAC)","Ball, Lonzo (LAL)","Collins, John (ATL)","Brooks, Dillon (MEM)",2017
Royce Young,ESPN.com,"Mitchell, Donovan (UTA)","Simmons, Ben (PHI)","Tatum, Jayson (BOS)","Kuzma, Kyle (LAL)","Markkanen, Lauri (CHI)","O'Neale, Royce (UTA)","Bogdanovic, Bogdan (SAC)","Jackson, Josh (PHX)","Fox, De'Aaron (SAC)","Collins, John (ATL)",2017
Sam Amick,USA Today,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Kuzma, Kyle (LAL)","Markkanen, Lauri (CHI)","Smith Jr., Dennis (DAL)","Collins, John (ATL)","Ball, Lonzo (LAL)","Bogdanovic, Bogdan (SAC)","Adebayo, Bam (MIA)",2017
Scott Bordow,Arizona Republic,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Ball, Lonzo (LAL)","Markkanen, Lauri (CHI)","Smith Jr., Dennis (DAL)","Jackson, Josh (PHX)","Kuzma, Kyle (LAL)","Anunoby, OG (TOR)","Fox, De'Aaron (SAC)",2017
Sean Deveney,The Sporting News,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Kuzma, Kyle (LAL)","Smith Jr., Dennis (DAL)","Markkanen, Lauri (CHI)","Jackson, Josh (PHX)","Bogdanovic, Bogdan (SAC)","Collins, John (ATL)","Ball, Lonzo (LAL)",2017
Sekou Smith,NBA.com,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Kuzma, Kyle (LAL)","Tatum, Jayson (BOS)","Markkanen, Lauri (CHI)","Smith Jr., Dennis (DAL)","Ball, Lonzo (LAL)","Jackson, Josh (PHX)","Collins, John (ATL)","Bogdanovic, Bogdan (SAC)",2017
Sherrod Blakely,NBC Sports Boston,"Mitchell, Donovan (UTA)","Simmons, Ben (PHI)","Tatum, Jayson (BOS)","Kuzma, Kyle (LAL)","Collins, John (ATL)","Adebayo, Bam (MIA)","Anunoby, OG (TOR)","Ball, Lonzo (LAL)","Fox, De'Aaron (SAC)","Jackson, Josh (PHX)",2017
Stefan Bondy,New York Daily News,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Markkanen, Lauri (CHI)","Kuzma, Kyle (LAL)","Smith Jr., Dennis (DAL)","Bogdanovic, Bogdan (SAC)","Ball, Lonzo (LAL)","Adebayo, Bam (MIA)","Anunoby, OG (TOR)",2017
Steve Aschburner,NBA.com,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Kuzma, Kyle (LAL)","Markkanen, Lauri (CHI)","Bogdanovic, Bogdan (SAC)","Collins, John (ATL)","Adebayo, Bam (MIA)","Smith Jr., Dennis (DAL)","Ball, Lonzo (LAL)",2017
Steve Smith,Turner,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Kuzma, Kyle (LAL)","Markkanen, Lauri (CHI)","Smith Jr., Dennis (DAL)","Ball, Lonzo (LAL)","Fox, De'Aaron (SAC)","Bell, Jordan (GSW)","Jackson, Josh (PHX)",2017
Thales Soares,Globoesporte.com,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Kuzma, Kyle (LAL)","Markkanen, Lauri (CHI)","Ball, Lonzo (LAL)","Bogdanovic, Bogdan (SAC)","Smith Jr., Dennis (DAL)","Brooks, Dillon (MEM)","Adebayo, Bam (MIA)",2017
Tim Reynolds,Associated Press,"Mitchell, Donovan (UTA)","Simmons, Ben (PHI)","Tatum, Jayson (BOS)","Kuzma, Kyle (LAL)","Collins, John (ATL)","Markkanen, Lauri (CHI)","Smith Jr., Dennis (DAL)","Ball, Lonzo (LAL)","Jackson, Josh (PHX)","Brooks, Dillon (MEM)",2017
TJ Manotoc,ABS‐CBN,"Simmons, Ben (PHI)","Markkanen, Lauri (CHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Kuzma, Kyle (LAL)","Adebayo, Bam (MIA)","Smith Jr., Dennis (DAL)","Ball, Lonzo (LAL)","Bogdanovic, Bogdan (SAC)","Collins, John (ATL)",2017
Tony Jones,Salt Lake Tribune,"Mitchell, Donovan (UTA)","Simmons, Ben (PHI)","Tatum, Jayson (BOS)","Kuzma, Kyle (LAL)","Markkanen, Lauri (CHI)","Smith Jr., Dennis (DAL)","Brooks, Dillon (MEM)","O'Neale, Royce (UTA)","Collins, Zach (POR)","Adebayo, Bam (MIA)",2017
Vincent Goodwill,NBC Sports Chicago,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Markkanen, Lauri (CHI)","Kuzma, Kyle (LAL)","Jackson, Josh (PHX)","Smith Jr., Dennis (DAL)","Ball, Lonzo (LAL)","Fox, De'Aaron (SAC)","Collins, John (ATL)",2017
Weiping Zhang,CCTV,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Kuzma, Kyle (LAL)","Markkanen, Lauri (CHI)","Ball, Lonzo (LAL)","Fox, De'Aaron (SAC)","Collins, John (ATL)","Smith Jr., Dennis (DAL)","Bogdanovic, Bogdan (SAC)",2017
Will Guillory,New Orleans Times‐Picayune,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Markkanen, Lauri (CHI)","Kuzma, Kyle (LAL)","Adebayo, Bam (MIA)","Smith Jr., Dennis (DAL)","Ball, Lonzo (LAL)","Bogdanovic, Bogdan (SAC)","Jackson, Josh (PHX)",2017
Xavier Vaution,BeIn Sport,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Kuzma, Kyle (LAL)","Markkanen, Lauri (CHI)","Smith Jr., Dennis (DAL)","Ntilikina, Frank (NYK)","Jackson, Josh (PHX)","Fox, De'Aaron (SAC)","Bogdanovic, Bogdan (SAC)",2017
Yoko Miyaji,Sports Graphic Number,"Simmons, Ben (PHI)","Mitchell, Donovan (UTA)","Tatum, Jayson (BOS)","Kuzma, Kyle (LAL)","Markkanen, Lauri (CHI)","Bogdanovic, Bogdan (SAC)","Ball, Lonzo (LAL)","Smith Jr., Dennis (DAL)","Collins, John (ATL)","Adebayo, Bam (MIA)",2017
Zach Lowe,ESPN.com,"Kuzma, Kyle (LAL)","Tatum, Jayson (BOS)","Mitchell, Donovan (UTA)","Simmons, Ben (PHI)","Bogdanovic, Bogdan (SAC)","Smith Jr., Dennis (DAL)","Markkanen, Lauri (CHI)","Adebayo, Bam (MIA)","Collins, John (ATL)","Ball, Lonzo (LAL)",2017
