Voter,Affiliation,Forward (1-1),Forward (1-2),Center (1-1),Guard (1-1),Guard (1-2),Forward (2-1),Forward (2-2),Center (2-1),Guard (2-1),Guard (2-2),Year,Award
Bill Simmons,The Ringer,"Ball, LaMelo (CHA)","Edwards, Anthony (MIN)","Bey, Saddiq (DET)","Tate, Jae'Sean (HOU)","Haliburton, Tyrese (SAC)","Maledon, Theo (OKC)","Williams, Patrick (CHI)","Martin Jr., Kenyon (HOU)","Quickley, Immanuel (NYK)","Campazzo, Facundo (DEN)",2021,All-Rookie
Mike Singer,Denver Post,"Ball, LaMelo (CHA)","Edwards, Anthony (MIN)","Haliburton, Tyrese (SAC)","Tate, Jae'Sean (HOU)","Quickley, Immanuel (NYK)","Stewart, Isaiah (DET)","Campazzo, Facundo (DEN)","Bey, Saddiq (DET)","Williams, Patrick (CHI)","Anthony, Cole (ORL)",2021,All-Rookie
Anthony Slater,The Athletic,"Ball, LaMelo (CHA)","Edwards, Anthony (MIN)","Haliburton, Tyrese (SAC)","Quickley, Immanuel (NYK)","Bey, Saddiq (DET)","Williams, Patrick (CHI)","Stewart, Isaiah (DET)","Okoro, Isaac (CLE)","Campazzo, Facundo (DEN)","Tate, Jae'Sean (HOU)",2021,All-Rookie
Doug Smith,The Toronto Star,"Ball, LaMelo (CHA)","Edwards, Anthony (MIN)","Haliburton, Tyrese (SAC)","Bey, Saddiq (DET)","Tate, Jae'Sean (HOU)","Quickley, Immanuel (NYK)","Bane, Desmond (MEM)","McDaniels, Jaden (MIN)","Okoro, Isaac (CLE)","Anthony, Cole (ORL)",2021,All-Rookie
Stephen Smith,ESPN,"Ball, LaMelo (CHA)","Edwards, Anthony (MIN)","Haliburton, Tyrese (SAC)","Tate, Jae'Sean (HOU)","Quickley, Immanuel (NYK)","Stewart, Isaiah (DET)","Bey, Saddiq (DET)","Bane, Desmond (MEM)","Okoro, Isaac (CLE)","McDaniels, Jaden (MIN)",2021,All-Rookie
Steve Smith,Turner,"Edwards, Anthony (MIN)","Ball, LaMelo (CHA)","Haliburton, Tyrese (SAC)","Bey, Saddiq (DET)","Tate, Jae'Sean (HOU)","Bane, Desmond (MEM)","Quickley, Immanuel (NYK)","Williams, Patrick (CHI)","Stewart, Isaiah (DET)","Anthony, Cole (ORL)",2021,All-Rookie
Seerat Sohi,The Ringer,"Ball, LaMelo (CHA)","Edwards, Anthony (MIN)","Haliburton, Tyrese (SAC)","Bane, Desmond (MEM)","Quickley, Immanuel (NYK)","Bey, Saddiq (DET)","Tate, Jae'Sean (HOU)","Campazzo, Facundo (DEN)","Okoro, Isaac (CLE)","Williams, Patrick (CHI)",2021,All-Rookie
Daisuke Sugiura,Nihon Keizai Shimbun,"Ball, LaMelo (CHA)","Edwards, Anthony (MIN)","Haliburton, Tyrese (SAC)","Bey, Saddiq (DET)","Tate, Jae'Sean (HOU)","Quickley, Immanuel (NYK)","Bane, Desmond (MEM)","Okoro, Isaac (CLE)","Stewart, Isaiah (DET)","Anthony, Cole (ORL)",2021,All-Rookie
Mirjam Swanson,Southern California News Group,"Ball, LaMelo (CHA)","Edwards, Anthony (MIN)","Haliburton, Tyrese (SAC)","Quickley, Immanuel (NYK)","Bey, Saddiq (DET)","Tate, Jae'Sean (HOU)","Anthony, Cole (ORL)","Stewart, Isaiah (DET)","Okoro, Isaac (CLE)","Williams, Patrick (CHI)",2021,All-Rookie
Maria Taylor,ESPN,"Edwards, Anthony (MIN)","Ball, LaMelo (CHA)","Haliburton, Tyrese (SAC)","Stewart, Isaiah (DET)","Quickley, Immanuel (NYK)","Bey, Saddiq (DET)","Williams, Patrick (CHI)","Vassell, Devin (SAS)","Tate, Jae'Sean (HOU)","Bane, Desmond (MEM)",2021,All-Rookie
Justin Termine,Sirius Radio,"Edwards, Anthony (MIN)","Ball, LaMelo (CHA)","Haliburton, Tyrese (SAC)","Bey, Saddiq (DET)","Quickley, Immanuel (NYK)","Williams, Patrick (CHI)","Tate, Jae'Sean (HOU)","Bane, Desmond (MEM)","Okoro, Isaac (CLE)","Pritchard, Payton (BOS)",2021,All-Rookie
Brad Townsend,Dallas Morning News,"Ball, LaMelo (CHA)","Edwards, Anthony (MIN)","Haliburton, Tyrese (SAC)","Bane, Desmond (MEM)","Tate, Jae'Sean (HOU)","Stewart, Isaiah (DET)","Quickley, Immanuel (NYK)","Bey, Saddiq (DET)","Campazzo, Facundo (DEN)","Williams, Patrick (CHI)",2021,All-Rookie
Christos Tsaltas,SDNA.gr,"Ball, LaMelo (CHA)","Haliburton, Tyrese (SAC)","Edwards, Anthony (MIN)","Tate, Jae'Sean (HOU)","Bey, Saddiq (DET)","Anthony, Cole (ORL)","Campazzo, Facundo (DEN)","Quickley, Immanuel (NYK)","Okeke, Chuma (ORL)","Pokusevski, Aleksej (OKC)",2021,All-Rookie
Olgun Uluc,ESPN Australia,"Ball, LaMelo (CHA)","Edwards, Anthony (MIN)","Haliburton, Tyrese (SAC)","Tate, Jae'Sean (HOU)","Bey, Saddiq (DET)","Quickley, Immanuel (NYK)","Okoro, Isaac (CLE)","Stewart, Isaiah (DET)","Bane, Desmond (MEM)","Anthony, Cole (ORL)",2021,All-Rookie
Joe Vardon,The Athletic,"Ball, LaMelo (CHA)","Edwards, Anthony (MIN)","Haliburton, Tyrese (SAC)","Quickley, Immanuel (NYK)","Tate, Jae'Sean (HOU)","Wiseman, James (GSW)","Bane, Desmond (MEM)","Williams, Patrick (CHI)","Bey, Saddiq (DET)","Okoro, Isaac (CLE)",2021,All-Rookie
Gary Washburn,Boston Globe,"Edwards, Anthony (MIN)","Ball, LaMelo (CHA)","Haliburton, Tyrese (SAC)","Wiseman, James (GSW)","Bey, Saddiq (DET)","Quickley, Immanuel (NYK)","Pritchard, Payton (BOS)","Anthony, Cole (ORL)","Tate, Jae'Sean (HOU)","Stewart, Isaiah (DET)",2021,All-Rookie
Michael Wilbon,ESPN,"Ball, LaMelo (CHA)","Edwards, Anthony (MIN)","Haliburton, Tyrese (SAC)","Bey, Saddiq (DET)","Quickley, Immanuel (NYK)","Tate, Jae'Sean (HOU)","Stewart, Isaiah (DET)","Martin Jr., Kenyon (HOU)","Williams, Patrick (CHI)","Campazzo, Facundo (DEN)",2021,All-Rookie
Brian Windhorst,ESPN,"Ball, LaMelo (CHA)","Edwards, Anthony (MIN)","Haliburton, Tyrese (SAC)","Bey, Saddiq (DET)","Quickley, Immanuel (NYK)","Bane, Desmond (MEM)","Stewart, Isaiah (DET)","Tate, Jae'Sean (HOU)","Anthony, Cole (ORL)","Okoro, Isaac (CLE)",2021,All-Rookie
Matt Winer,Turner,"Ball, LaMelo (CHA)","Edwards, Anthony (MIN)","Haliburton, Tyrese (SAC)","Quickley, Immanuel (NYK)","Tate, Jae'Sean (HOU)","Bey, Saddiq (DET)","Bane, Desmond (MEM)","Stewart, Isaiah (DET)","Anthony, Cole (ORL)","Okoro, Isaac (CLE)",2021,All-Rookie
Ryan Wolstat,The Toronto Sun,"Ball, LaMelo (CHA)","Edwards, Anthony (MIN)","Haliburton, Tyrese (SAC)","Bey, Saddiq (DET)","Quickley, Immanuel (NYK)","Stewart, Isaiah (DET)","Tate, Jae'Sean (HOU)","Bane, Desmond (MEM)","McDaniels, Jaden (MIN)","Okoro, Isaac (CLE)",2021,All-Rookie
Michael Wright,NBA.com,"Ball, LaMelo (CHA)","Edwards, Anthony (MIN)","Haliburton, Tyrese (SAC)","Tate, Jae'Sean (HOU)","Bey, Saddiq (DET)","Stewart, Isaiah (DET)","Bane, Desmond (MEM)","Quickley, Immanuel (NYK)","Okoro, Isaac (CLE)","Anthony, Cole (ORL)",2021,All-Rookie
Royce Young,ESPN,"Edwards, Anthony (MIN)","Ball, LaMelo (CHA)","Haliburton, Tyrese (SAC)","Anthony, Cole (ORL)","Tate, Jae'Sean (HOU)","Wiseman, James (GSW)","Bey, Saddiq (DET)","Quickley, Immanuel (NYK)","Okoro, Isaac (CLE)","Bane, Desmond (MEM)",2021,All-Rookie
Jeff Zillgitt,USA Today,"Ball, LaMelo (CHA)","Edwards, Anthony (MIN)","Haliburton, Tyrese (SAC)","Quickley, Immanuel (NYK)","Tate, Jae'Sean (HOU)","Wiseman, James (GSW)","Bey, Saddiq (DET)","Anthony, Cole (ORL)","Bane, Desmond (MEM)","Stewart, Isaiah (DET)",2021,All-Rookie
